source_pdf,page,table_index,fee_name,fee_24_25,fee_25_26,gst_25_26,unit_25_26
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Charge per Garbage Service - Collection and Disposal,,$17.50,$17.50,Charge per Garbage Service - Collection and Disposal
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Charge per Recycle Service - Collection and Disposal,,$9.90,$9.90,Charge per Recycle Service - Collection and Disposal
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Surcharge for Weekends and Public Holidays,,30%,,Surcharge for Weekends and Public Holidays
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Road broom per hour rate,,$245.00,$245.00,Road broom per hour rate
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Litter picking / hour / staff person,,$84.00,$84.00,Litter picking / hour / staff person
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Delivery and Return of 1 to 3 bins – Rate Per Bin,,$38.00,$38.00,Delivery and Return of 1 to 3 bins – Rate Per Bin
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Delivery and Return of 4 to 18 bins - Rate Per Bin,,$111.82,$123.00,Delivery and Return of 4 to 18 bins - Rate Per Bin
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Delivery and Return of 19-36 bins - Rate Per Bin,,$222.73,$245.00,Delivery and Return of 19-36 bins - Rate Per Bin
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Delivery and Return of 37-54 bins - Rate Per Bin,,$336.36,$370.00,Delivery and Return of 37-54 bins - Rate Per Bin
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,69,0,Delivery and Return of 55-72 bins - Rate Per Bin,,$481.82,$530.00,Delivery and Return of 55-72 bins - Rate Per Bin
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,Delivery and Return of 73-90 bins - Rate Per Bin,,$601.82,$662.00,Delivery and Return of 73-90 bins - Rate Per Bin
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"Building Cleaning – labour per hour, inclusive of materials",,$60.91,$67.00,"Building Cleaning – labour per hour, inclusive of materials"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,Regular Service Annual Charge,,$487.00,"T
$487.00",Regular Service Annual Charge
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,Shared Service Annual Charge,,$487.00,$487.00,Shared Service Annual Charge
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"Improved Land Annual Charge – Recycling, Cleanup and Greenwaste
Service",,"F
$204.00",$204.00,"Improved Land Annual Charge – Recycling, Cleanup and Greenwaste
Service"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"Waste Service Section 496 Availability - Multi Unit Dwellings with
Private Domestic Waste Contractor",,$99.00,$99.00,"Waste Service Section 496 Availability - Multi Unit Dwellings with
Private Domestic Waste Contractor"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"A
Waste Service Section 496 Availability – Vacant Land",,$99.00,$99.00,"A
Waste Service Section 496 Availability – Vacant Land"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,Regular Additional Service – 120 Litre (RAS) – Annual Charge,,$421.00,$421.00,Regular Additional Service – 120 Litre (RAS) – Annual Charge
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"R
Greenwaste Additional Service (Non Fire Prone Area) - Greater than 2
bins",,$142.00,$142.00,"R
Greenwaste Additional Service (Non Fire Prone Area) - Greater than 2
bins"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,Greenwaste Additional Service (Fire Prone Area) - Greater than 3 bins,,$142.00,$142.00,Greenwaste Additional Service (Fire Prone Area) - Greater than 3 bins
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,Recycle Additional Service - Greater than 2 bins,,$167.00,$167.00,Recycle Additional Service - Greater than 2 bins
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,Strata Additional Service – 240 Litre – (SAS) – Quarterly Charge,,$208.00,$208.00,Strata Additional Service – 240 Litre – (SAS) – Quarterly Charge
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"Strata Additional Recycling Service - 240 Litre Fortnightly - Quarterly
Charge",,$40.00,$40.00,"Strata Additional Recycling Service - 240 Litre Fortnightly - Quarterly
Charge"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"Strata Additional Recycling Service – 660 Litre Weekly – Quarterly
Charge",,$240.00,$240.00,"Strata Additional Recycling Service – 660 Litre Weekly – Quarterly
Charge"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,70,0,"Strata Additional Recycling Service - 240 Litre Weekly - Quarterly
Charge",,$80.00,$80.00,"Strata Additional Recycling Service - 240 Litre Weekly - Quarterly
Charge"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,"Tenant Additional Service (TAS) – upfront charge. Additional garbage
service for a rental property. The tenant pays upfront for the service
each July (Refer Residential Additional Service)",,Refer RAS,,"Tenant Additional Service (TAS) – upfront charge. Additional garbage
service for a rental property. The tenant pays upfront for the service
each July (Refer Residential Additional Service)"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,Residential Dwelling,,$25.00,$25.00,
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,Residential Dwelling Pensioner 50% Discount,,$12.50,$12.50,
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,Residential Strata Unit,,$12.50,$12.50,
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,Residential Strata Unit Pensioner 50% Discount,,$6.25,$6.25,
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,Recreational Facilities Charge,,$25.00,$25.00,
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,"Where total land area is equal to or less than 350m2 – Minimum
Charge",,"F
$25.00",$25.00,
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,"Where total land area > 350m2 – charge per m capped at $20,000",,0.071429,,"Where total land area > 350m2 – charge per m capped at $20,000"
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,REG,,$5.00,$5.00,
Sutherland NSW - 55faac5ab7b8ab0e980b50001cfaeba0_2. 2025 2026 Fees and Charges - Draft.pdf,71,0,"R
The relevant proportion (being the proportion that the unit entitlement
of an individual lot to that of the aggregate entitlement) of the
maximum annual charge that would apply if the property were not in a
strata scheme.",,Relevant Proportion,,"R
The relevant proportion (being the proportion that the unit entitlement
of an individual lot to that of the aggregate entitlement) of the
maximum annual charge that would apply if the property were not in a
strata scheme."
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,27,0,Sydney LEP 2012 Partial Cost each 250.00 0%,,Sydney LEP 2012 Partial Cost each 250.00 0%,,Sydney LEP 2012 Partial Cost each 250.00 0%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,27,0,Sydney DCP 2012 Partial Cost each 470.00 0%,,Sydney DCP 2012 Partial Cost each 470.00 0%,,Sydney DCP 2012 Partial Cost each 470.00 0%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,27,0,Both Sydney LEP 2012 and Sydney DCP 2012 Partial Cost each 670.00 0%,,Both Sydney LEP 2012 and Sydney DCP 2012 Partial Cost each 670.00 0%,,Both Sydney LEP 2012 and Sydney DCP 2012 Partial Cost each 670.00 0%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,27,0,Sydney LEP 2012 (without maps) Partial Cost each 52.50 0%,,Sydney LEP 2012 (without maps) Partial Cost each 52.50 0%,,Sydney LEP 2012 (without maps) Partial Cost each 52.50 0%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,27,0,Sydney DCP 2012 (without maps) Partial Cost each 270.00 0%,,Sydney DCP 2012 (without maps) Partial Cost each 270.00 0%,,Sydney DCP 2012 (without maps) Partial Cost each 270.00 0%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,27,0,"Sydney LEP 2012 or Sydney DCP 2012 -
Partial Cost per map 200.00 0%
A3 Maps",,"Sydney LEP 2012 or Sydney DCP 2012 -
Partial Cost per map 200.00 0%
A3 Maps",,"Sydney LEP 2012 or Sydney DCP 2012 -
Partial Cost per map 200.00 0%
A3 Maps"
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,72,1,"Asphalt Surfaced Roadway & Concrete Base
Market per m2 1,275.00 10%
(including dowelling)",,"Asphalt Surfaced Roadway & Concrete Base
Market per m2 1,275.00 10%
(including dowelling)",,"Asphalt Surfaced Roadway & Concrete Base
Market per m2 1,275.00 10%
(including dowelling)"
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,72,1,Concrete Roadway (including dowelling) Market per m2 825.00 10%,,Concrete Roadway (including dowelling) Market per m2 825.00 10%,,Concrete Roadway (including dowelling) Market per m2 825.00 10%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,72,1,Asphalt Roadway & FCR Roadbase Market per m2 575.00 10%,,Asphalt Roadway & FCR Roadbase Market per m2 575.00 10%,,Asphalt Roadway & FCR Roadbase Market per m2 575.00 10%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,72,1,"Strip & Resurface Asphalt Roadway
Market per m2 410.00 10%
(no base repairs)",,"Strip & Resurface Asphalt Roadway
Market per m2 410.00 10%
(no base repairs)",,"Strip & Resurface Asphalt Roadway
Market per m2 410.00 10%
(no base repairs)"
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,72,1,"Stencilling of Concrete or Asphalt
Stencilling is charged in addition to the Market per m2 115.00 10%
Roadway Restoration.",,"Stencilling of Concrete or Asphalt
Stencilling is charged in addition to the Market per m2 115.00 10%
Roadway Restoration.",,"Stencilling of Concrete or Asphalt
Stencilling is charged in addition to the Market per m2 115.00 10%
Roadway Restoration."
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,74,1,"Re-lay Stone, Brick or Concrete Pavers and
Reseal Pavers and Restore Concrete Base Market per m2 890.00 10%
(excluding paver supply)",,"Re-lay Stone, Brick or Concrete Pavers and
Reseal Pavers and Restore Concrete Base Market per m2 890.00 10%
(excluding paver supply)",,"Re-lay Stone, Brick or Concrete Pavers and
Reseal Pavers and Restore Concrete Base Market per m2 890.00 10%
(excluding paver supply)"
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,74,1,"Re-lay Stone, Brick or Concrete Pavers and
Reseal Pavers where no base repairs are Market per m2 550.00 10%
required (excluding paver supply)",,"Re-lay Stone, Brick or Concrete Pavers and
Reseal Pavers where no base repairs are Market per m2 550.00 10%
required (excluding paver supply)",,"Re-lay Stone, Brick or Concrete Pavers and
Reseal Pavers where no base repairs are Market per m2 550.00 10%
required (excluding paver supply)"
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,74,1,Supply Replacement Stone Pavers Market per m2 590.00 10%,,Supply Replacement Stone Pavers Market per m2 590.00 10%,,Supply Replacement Stone Pavers Market per m2 590.00 10%
Sydney NSW - Statement of revenue policy - fees and charges - adopted 23 June 2025.pdf,74,1,Supply Replacement Brick or Concrete Pavers Market per m2 125.00 10%,,Supply Replacement Brick or Concrete Pavers Market per m2 125.00 10%,,Supply Replacement Brick or Concrete Pavers Market per m2 125.00 10%
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Application,,$139.00,$139.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Bond (trust),,$566.00,$566.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Directional Sign Installation,,$352.73,$388.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Painted lines on either side of driveway,,$744.00,$744.00,per set
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,"Painted lines on either side of driveway -
Pensioner and Concession Card Holders",,$372.00,$372.00,per set
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Type A (Flush to boundary),,No Charge,N,
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Type B (Extends over footpath),,$44.00,$44.00,"per linear metre / per
week"
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Private Commercial Function,,$458.00,$458.00,per day
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Construction Work,,$458.00,$458.00,"per day (or part
thereof)"
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Construction Work,,"$2,700.00","$2,700.00",per week
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,Single residential dwelling,,$26.00,$26.00,per metre per week
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,6,0,"Multi-dwelling residential and commercial
developments",,$80.00,$80.00,per metre per week
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A2,,$39.00,$39.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A1,,$56.00,$56.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A0,,$75.00,$75.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A0+,,$85.00,$85.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,Customised Colour map,,$140.00,$140.00,per hour
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A4,,$89.00,$89.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A3,,$104.00,$104.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A2,,$123.00,$123.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A1,,$148.00,$148.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A0,,$174.00,$174.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A0+,,$183.00,$183.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A4,,$236.00,$236.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A3,,$250.00,$250.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A2,,$286.00,$286.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A1,,$352.00,$352.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A0,,$418.00,$418.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A0+,,$452.00,$452.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A4 Sheet Map(Colour),,$26.00,$26.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,A3 Sheet Map (Colour),,$29.00,$29.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,"Full Set of standard instrument LEP Maps A3
size at 1:20,000 scale",,$386.00,$386.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,42,0,"Full set of standard instrument LEP Maps A1
size at 1:10,000 scale",,$742.00,$742.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of stormwater infrastructure plans,
where such information is available to Council",,$140.00,"$140.00
(cid:3236)",per hour
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of flood levels and/or flood extent
information per property",,$166.00,"$166.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of flood levels and/or extents
information - 2 to 3 properties",,$332.00,"$332.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of flood levels and/or extents
information - 4 to 7 properties",,$498.00,"$498.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of flood levels and/or extents
information - 8 to 12 properties",,$662.00,"$662.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of flood levels and/or extents
information - Over 12 properties",,$265.00,"$265.00
(cid:3236)","per hour (minimum
fee)"
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of information for large properties with
spatial variation of flood levels",,$211.00,"$211.00
(cid:3236)",per hour
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,Single Lot (Residential) Development,,$706.00,(cid:3236) $706.00,per model
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Multiple Lots (Residential), Commercial and
Industrial Development",,"$1,415.00","$1,415.00
(cid:3236)",per model
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Provision of flood modelling results under a
data sharing arrangement",,$271.00,"$271.00
(cid:3236)","per hour (minimum
fee)"
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Undertaking a special investigation on private
property relating to drainage matters that does
not relate to Councils' stormwater infrastructure",,$140.00,"$154.00
(cid:3236)",per hour
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,43,0,"Catchment Plan with Cadastre, 2008 Contour
data, 2008 Aerial photos (A4 or A3 PDF
version)",,$332.00,"$332.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,Up to 500m of CCTV Data,,$257.00,(cid:3236) $257.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Up to 1,000m of CCTV Data",,$516.00,(cid:3236) $516.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Over 1,000m of CCTV Data, Price on
Application",,Price on application,N,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Review of infrastructure designs for proposed
works involving stormwater infrastructure or
waterways where not considered through a
Development Application process or a
Government funded infrastructure project",,$244.00,"$244.00
(cid:3236)","per hour (minimum
fee)"
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Review of complying development proposal and
relevant information held by Council related to
Flood Controlled Land",,$644.00,"$644.00
(cid:3236)","per hour (minimum
fee)"
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,Levy for non vacant residential property,,$25.00,(cid:3236) $25.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Levy for property contained in residential strata
development",,$12.50,"$12.50
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Levy for property contained in strata
development per 350m2 levied equally to strata
units",,$25.00,"$25.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,Levy for non vacant business land per 350m2,,$25.00,(cid:3236) $25.00,each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Provision of hard copy documents for works up
to an estimated value of $200,000 as
determined by Council",,$117.00,"$117.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Provision of hard copy documents for works
with an estimated value between $200,000 and
$750,000 as determined by Council",,$234.00,"$234.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,44,0,"Provision of hard copy documents for works
with an estimated value exceeding $750,000 as
determined by Council",,$586.00,"$586.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,56,0,"Investigating Officer's Rate - Compliance
Officer",,$156.00,"$156.00
(cid:3236)",each
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,56,0,"Domestic waste – 140L red, 240L yellow(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)
(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)",,$475.00,"$475.00
(cid:3236)",per service
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,56,0,"Domestic waste – 140L red, 240L yellow, 240L
green(cid:3236) (cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)",,$605.00,"$605.00
(cid:3236)",per service
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,56,0,"Domestic waste – 140L red, 240L yellow, 240L
shared green(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)(cid:3236)",,$549.00,"$549.00
(cid:3236)",per service
The Hills NSW - 3b03e2dbf7ae4b50fd3a30da7eb098df_Part 5 - Hills Shire Plan Draft Fees  Charges 2025-2026.pdf,56,0,"Domestic waste – 240L red, 240L yellow",,$615.00,(cid:3236) $615.00,per service
